Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-02-20,50279.903400217,50609.994135467,50129.862156922,50339.919897535,430399.66932806
2019-02-21,50600.094507044,51329.882739898,50439.844271936,51090.126114013,747800.18837183
2019-02-22,51049.908873542,51629.965226489,50730.027130104,51109.925370861,591100.32716315
2019-02-25,51620.065598066,51770.106841361,51130.033991096,51449.915734535,527000.62838199
2019-02-26,51850.082415739,51919.980322409,50749.883206345,50889.986939979,551799.61657525
2019-02-27,50849.957301798,52319.968783927,50710.161488457,52250.070877257,710099.34867189
2019-02-28,52449.911147869,52529.970424231,51779.876588775,52159.850231202,640999.64840772
2019-03-01,52440.05769847,53430.021442719,52429.896328778,53269.902889995,729199.74614589
2019-03-04,53999.98190636,54030.158095143,53209.858432723,53410.006623629,605299.17583455
2019-03-05,53769.965446965,55119.888014551,53479.904530299,54480.02964424,940999.68702055
2019-03-06,53970.113637871,54120.070820903,52679.927607263,53110.092257564,948100.22584415
2019-03-07,52800.016521807,53530.095538172,52800.016521807,53410.006623629,704301.09491427
2019-03-08,53410.006623629,53479.904530299,51930.141692101,52210.041239075,1447900.6714406
2019-03-11,52380.013241198,52829.884790296,51689.963863014,52440.05769847,670600.16577034
2019-03-12,53099.930887872,54100.056001813,52770.148253318,53939.937449088,836799.01997667
2019-03-13,53800.141635748,54049.864993939,53070.062619383,53479.904530299,655199.75177682
2019-03-14,54069.87981303,54759.929191214,53470.0510809,53709.920989693,671100.29519717
2019-03-15,53919.922629998,54169.953908483,53380.13835514,53490.065899991,724698.58130436
2019-03-18,53830.009904237,54109.909451211,53539.94898757,53780.126816657,387099.52685258
2019-03-19,53780.126816657,53950.09881878,53490.065899991,53950.09881878,417399.57589403
2019-03-20,53800.141635748,54419.985186968,53729.935808784,54319.911091515,555699.00230774
2019-03-22,54869.856736065,54909.886374247,53470.0510809,53939.937449088,626501.09117936
2019-03-25,52999.856792419,53309.932528176,52420.04287938,52630.044519684,688198.87592635
2019-03-26,52979.841973328,53220.019802415,52170.011600894,52759.986883626,744798.91287266
2019-03-27,52699.942426354,52909.944066658,51879.950684228,52880.075798169,839500.04364096
2019-03-28,52770.148253318,52829.884790296,52179.865050293,52319.968783927,762600.27287435
2019-03-29,52529.970424231,52699.942426354,51830.067596648,52029.90786726,727700.98166222
2019-04-01,52540.131793923,53490.065899991,52339.983603017,52489.94078605,862699.87861817
2019-04-02,53179.990164234,53179.990164234,51750.008320286,51799.891407866,689199.78429876
2019-04-03,53010.018162111,54670.016465453,52619.883149992,54620.133377874,1683999.7577534
2019-04-04,54799.958829395,54810.120199087,53839.863353635,54480.02964424,745400.6919817
2019-04-05,54399.970367878,54880.018105758,54209.983546664,54560.088920602,515799.71586471
2019-04-08,55079.85837637,55570.067483942,54739.914372124,54770.090560906,708999.71345159
2019-04-09,54799.958829395,55099.87319546,54640.148196964,54839.988467576,363199.5106778
2019-04-10,54730.060922725,55559.90611425,54650.001646363,55219.962110004,666300.67649638
2019-04-11,55599.935752431,55740.039486065,54980.09220121,55499.861656978,702399.30405482
2019-04-12,57500.11188486,59980.101930329,57360.008151226,59880.027834876,2249601.3227125
2019-04-15,60510.032755788,60689.85820731,59399.980096996,60429.973479426,878900.49969462
2019-04-16,60409.958660335,61899.984961555,60349.914203064,61830.087054885,1066399.9960937
2019-04-17,62100.133152461,62469.945425196,61709.998140341,62400.047518526,1030299.419979
2019-04-18,62710.123254283,63329.966805503,62460.091975797,63269.922348231,991000.93836693
2019-04-19,63979.986545506,64679.889373088,63620.027722169,64589.976647328,741000.20254428
2019-04-22,65079.877834606,65490.027665816,64009.854813995,64529.932190056,730299.38136619
2019-04-23,63559.983264898,63559.983264898,62259.943784892,63340.128175195,989498.27677085
2019-04-24,63419.879531264,64480.049102476,63300.098537014,64420.004645205,860599.33502546
2019-04-25,64029.869633085,64469.887732784,63340.128175195,64140.10509823,788999.96190521
2019-04-26,64230.017823991,64600.13801702,63669.910809749,64259.88609248,612099.31224268
2019-05-07,63499.938807626,63970.133096107,62999.876250655,63300.098537014,719701.50890778
2019-05-08,62020.073876098,64149.958547629,62020.073876098,64149.958547629,977700.74320677
2019-05-09,63950.118277017,65039.848196425,63930.103457926,64969.950289755,871999.68788238
2019-05-10,65139.922291878,65970.075403696,64600.13801702,65400.114940055,1296998.9577487
2019-05-13,64440.019464295,64739.93383036,63689.925628839,64410.151195806,741898.48695638
2019-05-14,63629.881171568,64299.915730661,62949.993163076,64109.928909448,916300.11328157
2019-05-15,64339.945368842,64350.106738535,63379.849893082,63890.073819745,649199.82245163
2019-05-16,63810.014543383,64379.975007024,63349.981624593,63899.927269144,658398.95631174
2019-05-17,64299.915730661,64889.891013393,64120.09027914,64549.947009147,628599.68621586
2019-05-20,64989.965108845,65740.058944301,64929.920651574,64949.935470664,658498.65743774
2019-05-21,64960.096840356,65720.044125211,64679.889373088,65079.877834606,641500.42735329
2019-05-22,65499.881115214,65709.882755519,65039.848196425,65700.02930612,547899.9060834
2019-05-23,65789.942031881,66580.065505518,65420.129759146,66059.988129457,784599.47246779
2019-05-24,65999.943672185,66010.105041877,65070.024385208,65539.910753396,610600.54775901
2019-05-27,65979.928853094,66439.961771884,65749.9123937,66410.093503395,453800.55442415
2019-05-28,66490.152779757,66710.00786946,66209.945312489,66359.902495522,476498.31141831
2019-05-29,65820.118220664,66240.121501272,65020.141297628,65179.951930059,585300.49394845
2019-05-30,64940.082021266,65179.951930059,63740.116636713,64169.973366719,820100.2180296
2019-05-31,63769.984905202,63830.029362473,62630.06397792,62769.859791261,933800.09658968
2019-06-03,62270.105154584,63309.951986412,62049.942144587,63110.1117158,862999.95627427
2019-06-04,63430.040900956,63830.029362473,62690.108435192,63289.937167322,659299.83879878
2019-06-05,63519.953626716,63579.998083988,62310.134792765,62310.134792765,906899.62861325
2019-06-06,62630.06397792,64220.164374593,62509.975063377,64080.060640959,820700.04858243
2019-06-07,64489.902551875,64759.948649451,63589.851533387,64149.958547629,750999.54348732
2019-06-10,64770.110019143,65599.955210667,64160.119917321,64420.004645205,890199.85238807
2019-06-11,64049.884452176,64270.047462172,63130.126534891,63309.951986412,581099.7315224
2019-06-12,63660.05736035,64920.067202175,63419.879531264,64840.007925813,893898.86159045
2019-06-13,64770.110019143,65539.910753396,64619.844915817,64900.052383085,670299.76335487
2019-06-14,65170.098480661,66059.988129457,64909.905832483,66059.988129457,939699.35051078
2019-06-17,66410.093503395,67060.113243398,65930.045765515,66929.862959162,655399.47878819
2019-06-18,67299.983152191,67329.85142068,66010.105041877,66310.019407942,644300.50262484
2019-06-19,67000.068786126,67250.100064611,66290.004588851,66839.950233402,680898.93485075
2019-06-20,67210.07042643,67999.885979774,66759.890957039,67500.131343097,786900.3925906
2019-06-21,67800.045709162,68039.915617955,66050.134680058,66100.017767638,788899.28650111
2019-06-24,66209.945312489,66779.90577613,65769.92721279,66529.874497645,519700.40063467
2019-06-25,66390.078684304,66580.065505518,65559.925572486,66089.856397946,538100.29215172
2019-06-26,65599.955210667,65840.133039754,64949.935470664,65400.114940055,493600.13974117
2019-06-27,65400.114940055,65459.851477033,64619.844915817,65389.953570363,512400.1347997
2019-06-28,65490.027665816,66050.134680058,64790.124838233,65130.068842479,791001.45389066
2019-07-01,65700.02930612,66140.047405819,65380.100120965,65740.058944301,607099.31701179
2019-07-02,65400.114940055,65740.058944301,64920.067202175,65090.039204298,484799.16086633
2019-07-03,66520.021048246,67829.913977651,66319.87285734,66830.096784003,1321999.5834219
2019-07-04,66830.096784003,67239.938694919,65429.983208544,65639.984848848,744700.18602476
2019-07-05,65780.088582482,66290.004588851,64829.846556121,65570.086942178,665400.44352808
2019-07-08,65409.968389454,65669.853117337,64759.948649451,65409.968389454,670200.06222887
2019-07-09,65570.086942178,66419.946952793,65499.881115214,66419.946952793,656999.89295407
2019-07-10,66399.932133703,67449.940335223,66399.932133703,66879.979871583,818599.50498972
2019-07-11,67170.040788249,67719.986432799,66070.149499149,67650.088526129,678698.69013203
2019-07-12,67999.885979774,69900.062112203,66859.965052492,69809.841466149,1627898.5511965
2019-07-16,70000.136207656,70230.152667051,69440.029193414,69469.897461903,666300.67649638
2019-07-17,69619.854644935,69670.045652808,68300.108266132,69029.879362204,676399.71856543
2019-07-18,68760.141184922,69390.146105834,68470.080268255,68680.081908559,764499.14089949
2019-07-19,68810.024272501,68890.083548863,67119.849780376,68439.904079472,1052998.1512513
2019-07-22,68019.900798864,68499.948536744,67520.146162187,68459.918898563,650700.53549151
2019-07-23,68530.124725527,69100.085189168,68090.106625828,68200.034170679,598499.03942641
2019-07-24,68059.930437045,68419.889260382,67599.897518256,67909.973254013,541199.47080127
2019-07-25,67710.132983401,68110.121444919,67259.95351401,67259.95351401,485200.2386859
2019-07-26,67500.131343097,67929.988073103,67089.981511887,67250.100064611,403499.8749404
2019-07-29,67310.144521883,67630.073707039,66540.035867337,66750.037507641,473499.80817287
2019-07-30,67179.894237648,67179.894237648,66580.065505518,66859.965052492,430500.04404283
2019-07-31,66509.859678554,66509.859678554,65490.027665816,65550.072123088,777800.31033776
2019-08-01,65380.100120965,65879.854757642,64829.846556121,65760.073763392,598600.68910862
2019-08-02,64759.948649451,65429.983208544,64279.900911571,65150.08366157,877798.91591811
2019-08-05,65329.909113091,65729.897574609,64009.854813995,64449.872913694,859800.10222062
2019-08-06,63450.055720046,63890.073819745,62749.84497217,63729.955267021,842300.1189125
2019-08-07,63939.956907325,64169.973366719,63030.052439438,63309.951986412,508199.37237364
2019-08-08,63499.938807626,64399.989826114,63220.039260652,64089.914090357,499600.06906637
2019-08-09,64619.844915817,64639.859734907,63530.114996409,63579.998083988,729698.90129462
2019-08-13,62480.106794888,63110.1117158,62259.943784892,62800.035980043,581401.10821597
2019-08-14,63410.026081865,63890.073819745,62960.154532768,63680.072179441,601199.08881259
2019-08-15,63150.141353981,63200.024441561,62120.147971551,62440.077156707,816598.98728237
2019-08-16,62310.134792765,62559.858150956,61819.925685193,62380.032699435,553599.43299313
2019-08-19,62809.889429442,63070.082077619,62420.062337616,62900.110075496,393298.85842978
2019-08-20,63099.950346108,63110.1117158,62670.093616101,62710.123254283,388200.13635099
2019-08-21,62369.871329743,63470.070539137,62270.105154584,63470.070539137,389899.27736476
2019-08-22,64000.001364596,64140.10509823,63150.141353981,63229.89271005,437499.90746233
2019-08-23,62999.876250655,63990.147915198,62949.993163076,63939.956907325,439800.82758515
2019-08-26,62639.917427319,62730.138073373,61229.950402461,61229.950402461,1049999.6480058
2019-08-27,61799.910866102,62529.989882467,61529.864768526,62329.841691562,646999.57773292
2019-08-28,62380.032699435,62599.887789138,61859.955323374,62449.930606105,445501.65353234
2019-08-29,62350.109648668,62659.913951071,62150.117168305,62570.040029681,387100.10826125
2019-08-30,63259.89139216,63270.013710952,62239.991089695,62239.991089695,506300.29597188
2019-09-02,61750.132207578,62350.109648668,61650.135967397,62029.87629054,431100.35259055
2019-09-03,62029.87629054,62279.866890994,61640.013648606,62189.992969604,487499.16908365
2019-09-04,62400.107768759,63509.881992614,62320.049429227,62730.156708744,617699.6623858
2019-09-05,63270.013710952,64369.972352949,62820.030630135,63989.925292872,884400.8358657
2019-09-06,64710.143611726,65789.85761614,64430.092791831,65150.004373752,941499.92668785
2019-09-09,65050.00813357,65480.053313737,64650.023172844,64680.083392285,534999.48100914
2019-09-10,64800.017533116,65699.98369475,64480.090911922,65569.927235127,556500.31540147
2019-09-11,65719.9215954,65799.979934932,64669.961073493,64780.079632466,537899.68605158
2019-09-12,65269.938514583,65549.989334478,64209.855673885,64209.855673885,694201.04669896
2019-09-13,65210.124812634,65780.042034282,64609.840634611,64609.840634611,1480999.6808991
2019-09-17,64700.021292935,65039.885814779,64250.038212117,64839.893334415,602899.68393349
2019-09-18,65200.002493842,65839.855736231,65019.947914129,65260.122932724,587699.03641674
2019-09-19,65719.9215954,66440.139914254,65200.002493842,65219.940394492,672299.54324219
2019-09-20,65299.998734024,65739.85949605,65110.128572452,65739.85949605,430600.57579985
2019-09-24,65860.100373814,65919.914075763,64669.961073493,64980.072112829,534500.68225521
2019-09-25,64580.087152103,65019.947914129,64139.919653145,64230.100311468,562999.69576637
2019-09-26,64189.917773235,64219.977992676,63380.132269925,64069.983632404,570000.156971
2019-09-27,64000.047611664,64369.972352949,63489.944091964,63859.86883325,636699.00472658
2019-09-30,63950.049491573,64430.092791831,63759.872593068,64209.855673885,611400.77955925
2019-10-01,64209.855673885,64209.855673885,63489.944091964,63500.066410756,498199.21738604
2019-10-02,63400.070170574,63930.111590923,63289.951611601,63759.872593068,488799.63197869
2019-10-03,62809.908311343,62900.088969666,61279.904489179,61279.904489179,899800.67687176
2019-10-04,61340.024928061,61679.889449905,60409.998546986,60899.857429102,698199.91304907
2019-10-07,60979.915768634,61229.906369088,60399.876228194,60449.874348285,372499.6493105
2019-10-08,60699.864948739,61440.021168242,60520.117105959,61159.970348347,475699.48143682
2019-10-09,60620.11334614,61309.96470862,60540.055006608,61079.912008816,470400.15219166
2019-10-10,61029.913888725,61929.880050359,60909.979747894,61650.135967397,602000.21611513
2019-10-11,64100.043851845,64100.043851845,62859.906431434,63270.013710952,1143198.8202
2019-10-15,63609.878232796,65449.993094296,63420.008071224,65449.993094296,864200.13835615
2019-10-16,66690.130514707,68340.068477703,66599.949856384,67999.897218926,1216200.136917
2019-10-17,67860.025177445,68499.878419834,67849.902858654,68260.010138171,650700.57916036
2019-10-18,68499.878419834,69779.891641544,68379.944279003,69499.840821649,885200.21792102
2019-10-21,69800.136279127,69800.136279127,68540.060958066,69270.094858778,581800.82265461
2019-10-23,69909.948101167,70179.876602271,68949.861500651,69020.104258324,660498.87755859
2019-10-24,69020.104258324,69459.96502035,68260.010138171,68440.064717885,492199.61381184
2019-10-25,67999.897218926,68429.942399093,67879.963078095,67999.897218926,470199.98066557
2019-10-28,68140.07599734,68329.946158912,67760.028937264,68190.074117431,286600.63566355
2019-10-29,68249.88781938,68709.993218988,67699.908498381,67710.030817173,368000.68015743
2019-10-30,67360.043976537,67360.043976537,66169.904676217,66189.842576867,720899.82052438
2019-10-31,66990.119235252,67779.966837913,66790.126754889,67049.932937201,624399.54028905
2019-11-01,66780.004436098,67669.84827894,66569.889636943,67669.84827894,395498.83603816
2019-11-05,68899.86338056,68959.983819442,68060.017657808,68449.880299743,537399.90926088
2019-11-06,68329.946158912,69140.038399156,67940.083516977,68659.995098898,401099.72662148
2019-11-07,68770.113657871,69109.978179715,68110.015777899,69109.978179715,379800.36780426
2019-11-08,69890.010200517,69959.946221258,67910.023297536,68170.136216781,815899.46633858
2019-11-11,67899.900978744,68090.077877249,67460.040216719,67579.97435755,310600.02799712
2019-11-12,67899.900978744,68870.109898052,67799.904738563,68759.991339079,448399.54100862
2019-11-13,68390.066597794,68620.119297598,67279.985637005,67499.916018018,509199.52297756
2019-11-14,67690.092916523,68029.957438367,66949.93669702,67440.102316069,434298.85884858
2019-11-15,67329.983757096,67860.025177445,67129.991276733,67469.855798577,433800.06009465
2019-11-18,67590.096676341,67910.023297536,66960.059015811,67860.025177445,382300.55580679
2019-11-19,67740.091036614,67740.091036614,66919.876477579,66919.876477579,413699.7743604
2019-11-20,66669.885877125,66979.996916461,65960.096613995,66089.846336685,464099.31329156
2019-11-21,66099.968655476,66699.946096566,65510.113533178,66230.025115099,523699.89616526
2019-11-22,66280.02323519,66540.136154435,66030.032634736,66319.899036489,290201.11503503
2019-11-25,66719.883997215,67099.931057292,66340.143674072,66530.013835644,272798.58073134
2019-11-26,66849.940456838,67349.921657746,66590.134274526,66830.002556188,441800.07488068
2019-11-27,67010.057135902,67119.868957942,66749.944216657,66769.882117306,295400.03250489
2019-11-28,66760.066535448,66869.878357488,66269.900916398,66660.070295266,291499.29584427
2019-11-29,67069.870837851,67169.867078032,66580.011955734,66690.130514707,372599.73507354
2019-12-02,66929.99879637,67890.085396886,66769.882117306,67799.904738563,414501.11248926
2019-12-03,67319.861438305,67660.032697082,67040.117355343,67199.927297474,446799.79886122
2019-12-04,65499.991214387,65639.863255868,63700.058891119,63700.058891119,1335099.7413263
2019-12-05,63900.051371482,64660.145491635,63600.062650937,63709.874472977,658199.83911892
2019-12-06,63950.049491573,64219.977992676,63509.881992614,63919.989272132,413300.08333274
2019-12-09,64539.904613871,64639.900854052,64089.921533054,64300.036332208,417700.92279632
2019-12-10,63909.86695334,64280.098431559,63709.874472977,64039.923412963,372899.34033816
2019-12-11,63969.987392223,64480.090911922,63719.996791769,64480.090911922,381899.88674236
2019-12-12,64489.90649378,64639.900854052,64130.104071286,64450.030692481,351401.44005614
2019-12-13,65699.98369475,67299.923537655,65569.927235127,67279.985637005,1479101.3115238
2019-12-16,66819.880237397,67360.043976537,66719.883997215,66990.119235252,435099.21894066
2019-12-17,67479.978117369,67870.147496236,67279.985637005,67640.094796432,435099.21894066
2019-12-18,67229.987516915,67719.846399031,66979.996916461,67019.87271776,365699.68564421
2019-12-19,66960.059015811,66979.996916461,66280.02323519,66419.895276671,301299.55031605
2019-12-20,66549.951736293,66969.874597669,66169.904676217,66649.947976475,322999.5781977
2019-12-23,66799.942336747,66910.06089572,66399.957376021,66590.134274526,214200.81156161
2019-12-24,66690.130514707,66830.002556188,66490.138034344,66749.944216657,201799.95731201
2019-12-25,66760.066535448,67229.987516915,66619.887757034,66860.062775629,249699.96026515
2019-12-26,66799.942336747,67269.863318214,66649.947976475,67219.865198123,240999.67115007
2019-12-27,66940.121115161,67310.045856446,65819.917835581,65869.915955672,509299.6087406
2019-12-30,65769.919715491,66099.968655476,65000.010013479,65000.010013479,521499.96545186
2020-01-06,63789.932812509,63800.0551313,62870.028750225,63050.083329939,753299.57069616
2020-01-07,63320.011831042,63489.944091964,62450.105888849,63250.075810302,726699.90459701
2020-01-08,62459.921470708,62689.974170512,61609.953429164,62079.874410631,834199.51238709
2020-01-09,63000.085209848,63839.9309326,62420.045669408,63759.872593068,910399.33536208
2020-01-10,63000.085209848,63309.889512251,61700.134087488,61990.000489241,1676499.7773478
2020-01-14,62670.036269862,64439.908373689,62550.102129031,63339.949731692,971000.77586621
2020-01-15,62900.088969666,64339.912133508,62889.966650875,64319.974232858,693000.99557921
2020-01-16,64589.902733962,65289.876415232,64580.087152103,65210.124812634,617000.36609353
2020-01-17,65660.107893451,65999.972415295,65219.940394492,65230.062713283,627999.69364828
2020-01-20,65100.006253661,65169.942274401,64080.105951195,64200.040092027,355101.0271539
2020-01-21,64059.861313613,64309.851914067,63230.137909652,63330.134149834,606599.27103124
2020-01-22,62779.848091902,63580.124750288,62489.981690149,63180.139789561,503399.11289267
2020-01-23,62379.863131176,62789.970410693,62179.870650813,62179.870650813,693698.98782246
2020-01-24,62000.122808032,62209.930870254,61779.885690086,61970.062588591,427499.87321906
2020-01-27,60199.883747831,60360.000426895,58369.891205122,58460.071863445,1022000.1773511
2020-01-28,57799.973983474,58969.868646211,57749.975863383,58690.124563249,687500.19075894
2020-01-29,58999.928865652,59549.908186651,58469.887445304,59410.03614517,653999.49719369
2020-01-30,59019.866766302,59249.919466106,58380.013523913,58640.126443159,611400.77955925
2020-01-31,58879.994724821,59760.022985806,58710.062463899,59340.10012443,610500.00769186
2020-02-03,57360.113221448,57999.966463837,56780.073681008,57599.981503111,917000.10553905
2020-02-04,57000.004062021,57949.968343746,56910.130140631,57760.098182174,670699.80109479
2020-02-05,58210.081262991,58399.951424563,57549.98338302,57599.981503111,531599.82518825
2020-02-06,58599.943904926,59899.895027287,58330.015403823,59499.91006656,871601.26862521
2020-02-07,59349.915706288,59429.97404582,58499.947664745,58519.885565394,521599.07317813
2020-02-10,57919.908124305,58860.056824172,57810.096302265,58660.064343808,485600.79970841
2020-02-12,58810.058704081,59229.981565457,58490.132082886,59179.983445366,465998.66070357
2020-02-13,59799.898787105,60649.866828648,59379.975925729,60559.992907258,791499.73095283
2020-02-14,60160.007946532,60249.881867922,59349.915706288,59469.849847119,578498.97051096
2020-02-17,58899.932625471,58899.932625471,57930.030443096,58569.883685485,504599.16401241
2020-02-18,58599.943904926,59519.84796721,58569.883685485,58899.932625471,518700.17218472
2020-02-19,58840.118923522,60049.889387559,58829.99660473,59990.07568561,603499.87249949
2020-02-20,60799.861188921,61179.908248997,59399.913826379,59640.088844974,686698.85263008
2020-02-21,58799.936385289,59529.970286001,58510.069983536,58860.056824172,486099.92447459
2020-02-25,55859.862881792,56969.94384258,55459.877921065,56419.964521582,925299.39957744
2020-02-26,55669.99272022,56389.90430214,55559.874161247,56330.090600191,968498.30577788
2020-02-27,55570.11295406,55960.077587507,54500.076872932,54999.976720194,1104200.5540177
2020-02-28,53070.002966562,53839.854838858,52170.061091253,53440.118186404,1445499.6036864
2020-03-02,53000.071955553,55149.916136813,52800.050941529,54270.129050704,1270999.0834766
2020-03-03,55699.89758148,55699.89758148,53489.894408215,53520.126592014,959599.27979063
2020-03-04,53849.932233457,54989.899325595,53710.070211438,54140.03904769,1065699.7692997
2020-03-05,54789.878311571,55269.928745228,54239.896866905,55039.980922999,1079300.0703145
2020-03-06,54500.076872932,54820.11049537,54009.949044676,54770.028897966,1071699.5938974
2020-03-09,53029.998763758,53529.89861102,51310.123418749,53120.084563967,1676500.0549417
2020-03-10,52349.927316078,53089.852380168,50750.064579483,52749.969344125,1437998.6768096
2020-03-11,52749.969344125,53390.036589,51449.985440768,51750.169649601,1357299.3658957
2020-03-12,50750.064579483,51100.025010126,47870.067353138,48850.017634056,2399200.2457476
2020-03-13,44290.149265507,48399.894008605,44120.055059688,46229.895038144,3843599.2375753
2020-03-16,46370.062435758,48159.868791776,44889.906931984,45999.947215916,1874300.0795699
2020-03-17,44979.992732193,47480.10271969,43699.858242442,43779.866648051,1964899.3302959
2020-03-18,43399.979409203,44000.042451274,40819.861016097,40899.869421706,2212200.0363816
2020-03-19,41459.928260972,42099.995505847,39910.147121782,40189.871165821,2508499.7466361
2020-03-23,40749.930005087,41899.974491824,40010.004940997,40749.930005087,1729199.7477788
2020-03-24,42710.135942518,46730.100261,42209.930719662,46370.062435758,2148700.5282824
2020-03-25,48350.117786794,50630.051971069,47849.912563938,50440.108351645,1908100.0956982
2020-03-26,47779.981552929,47800.136342128,43650.082020631,43800.021437251,1819899.530442
2020-03-27,46279.976635549,46500.152438772,42999.937381156,44430.011287526,2070598.6744534
2020-03-30,42239.857527867,43650.082020631,42009.909705638,43340.125792793,1389099.8771123
2020-03-31,44000.042451274,45180.013746216,43229.885203385,44189.986070698,1541799.0479924
2020-04-01,43490.065209413,44050.124048679,41579.940869386,41950.056089228,1231099.6932102
2020-04-02,41699.9534778,42070.068697642,40010.004940997,40939.873624511,1678299.1509105
2020-04-03,41280.062036148,41880.125078218,40960.02841371,41569.863474786,1210199.5291929
2020-04-06,41259.907246948,43300.121589989,40899.869421706,42500.037533894,1453599.465133
2020-04-07,44000.042451274,44329.848092718,42329.943328076,43100.100575965,1566099.2872634
2020-04-08,43479.987814813,46970.125477829,43079.945786766,46419.838657568,2272800.164119
2020-04-09,46810.10866661,47609.88734711,45519.896782259,46949.970688629,1743399.6382946
2020-04-10,48089.937780767,49869.972117779,47400.094314081,48190.100975575,2675199.7089514
2020-04-13,47489.874738696,48039.856183362,46199.968229939,46349.907646559,1256599.4389489
2020-04-14,46800.03127201,49189.900670099,46439.993446768,48789.858642052,1581600.5260464
2020-04-15,48989.879656076,49290.063864908,48180.023580976,48439.898211409,1158999.3013069
2020-04-16,47739.977350124,48279.88140019,47449.870535891,47880.144747737,866200.19824313
2020-04-17,49279.986470308,50999.861815317,49250.059662103,50879.849206903,1645900.0325897
2020-04-20,50080.070526403,50379.949359641,49520.011687137,49739.882114766,1063500.1829105
2020-04-21,49039.96125348,49349.917481318,47449.870535891,47880.144747737,1221499.3844158
2020-04-22,47179.918510858,48300.03618939,46500.152438772,48300.03618939,1227799.822428
2020-04-23,48959.952847871,49389.921684123,47550.0337307,48550.138800818,1216099.4767847
2020-04-24,48190.100975575,48439.898211409,47510.029527895,47579.960538905,759499.79176741
2020-04-27,48079.860386167,49300.141259508,48060.010972562,48980.10763707,929899.78781975
2020-04-28,49180.128651093,49939.903128789,48420.048797804,48999.957050675,874200.51014942
2020-04-30,50659.978779274,51970.04007723,50499.961968055,51500.067038173,1522799.8217433
2020-05-01,50990.089796311,51249.964426745,50329.867762237,50579.970373664,1540399.1325817
2020-05-07,50010.139515393,50649.901384674,49650.10169015,50270.014145826,750500.38233642
2020-05-08,51799.945871411,52180.138485853,50889.926601502,51930.035874425,1260899.7171182
2020-05-11,52459.862529892,54380.064264518,52260.146891462,53579.980208424,1189899.2821423
2020-05-12,53470.044994609,53710.070211438,52549.948330101,53249.869191387,1042600.0188932
2020-05-13,52250.069496863,52560.025724701,51489.989643573,51719.937465802,1193300.3397927
2020-05-14,51150.10660753,52119.979493849,51100.025010126,51599.924857388,755198.85866696
2020-05-15,52330.077902472,52360.004710677,50529.88877626,51049.943412721,1000200.1013575
2020-05-18,51449.985440768,51740.092255001,50839.845004098,51430.136027163,592800.81184887
2020-05-19,52720.04253592,53040.076158357,51759.941668606,51759.941668606,873300.63469944
2020-05-20,52060.125877439,53000.071955553,51949.88528803,52650.11152491,694099.67336556
2020-05-21,53299.950788791,53550.053400219,52779.89615233,52960.067752748,718699.87111988
2020-05-22,53489.894408215,53499.971802814,52720.04253592,53000.071955553,642700.0189333
2020-05-25,53689.915422238,54930.045709184,53569.902813824,54629.861500352,853698.87175898
2020-05-26,55730.129765279,57380.074099278,55659.893378675,56780.011057207,1254198.4612199
2020-05-27,56750.084249002,57359.919310078,55810.138170888,56999.881484836,1185999.4943934
2020-05-28,58520.041191415,59320.125247509,58250.089166382,59110.026838886,1523199.329767
2020-05-29,58990.014230472,60530.023350656,58440.032785806,60530.023350656,1782099.5220933
2020-06-01,60570.027553461,62449.919709689,60460.092339647,61880.088851417,1570800.7107843
2020-06-02,62289.90289847,62559.854923503,61570.132623579,61749.998848403,894500.75720007
2020-06-03,63349.861584998,64280.035644106,62759.875937527,63540.110580015,1522500.8456568
2020-06-04,64539.910274539,64739.931288563,63150.145946568,63799.985210449,1246099.5821701
2020-06-05,63380.093768797,64080.014630082,62849.961737736,63940.152608063,969899.71002322
2020-06-08,64689.849691158,65249.908530424,64210.104633096,65030.038102795,1058600.3152402
2020-06-09,65179.977519415,65919.902583505,65000.11129459,65889.9757753,963599.27201098
2020-06-10,65550.092739257,66130.000992128,65219.981722219,66039.915191919,985800.45682988
2020-06-11,64990.033899991,65489.933747253,63250.003765783,63319.934776793,1296499.8116121
2020-06-12,62529.928115298,64459.90186893,61429.965225965,64000.006224473,2024298.9691689
2020-06-15,63229.848976583,63820.139999648,60789.89798109,60799.97537569,1195500.2536475
2020-06-16,62999.901154355,63220.076957578,62049.877681641,62999.901154355,1358999.894721
2020-06-17,62929.970143345,63020.055943554,62120.114068245,62860.039132335,742200.4394124
2020-06-18,62419.992901483,62689.944926517,61090.082189922,61770.153637602,946799.95961671
2020-06-19,62660.018118312,62969.97434615,62310.057687669,62950.124932544,796200.17065428
2020-06-22,62500.001307093,63039.90535716,62430.070296083,62710.099715716,539498.5823204
2020-06-23,63479.951588011,63730.054199439,61899.938265022,62649.940723712,971299.62543394
2020-06-24,63500.106377211,64059.859840883,62740.026523921,62969.97434615,1020099.8579878
2020-06-25,62009.873478837,62639.863329112,61809.852464813,62089.881884446,753399.43523259
2020-06-26,62470.074498888,62719.871734722,61960.097257026,62099.959279046,487999.37834783
2020-06-29,61850.162043212,61859.934062217,60519.945956057,60639.958564471,797499.22666231
2020-06-30,61589.982037184,62129.886087251,61370.111609555,61699.917250999,762200.72797973
2020-07-01,61659.913048194,62019.950873436,61069.927400723,61509.973631575,510800.48013338
